,label,message,length
2396,ham,"['Babe', 'Im', 'back', 'Come', 'back']",38
2397,ham,"['Well', 'told', 'others', 'youd', 'marry']",40
2398,ham,"['Neshanthtel', 'r', 'u']",25
2399,ham,"['YO', 'YO', 'YO', 'BYATCH', 'WHASSUP']",24
2400,ham,"['Oh', 'Kay', 'sat', 'right']",26
2401,ham,"['Hi', 'Roger', 'CL']",39
2402,spam,"['Babe', 'U', 'want', 'dont', 'u', 'baby', 'Im', 'nasty', 'thing', '4', 'filthyguys', 'Fancy', 'rude', 'time', 'sexy', 'bitch', 'go', 'slo', 'n', 'hard', 'Txt', 'XXX', 'SLO4msgs']",152
2403,ham,"['Oh', 'oh', 'Wasted', 'Den', 'muz', 'chiong', 'sat', 'n', 'sun', 'liao']",54
2404,ham,"['Jesus', 'christ', 'bitch', 'Im', 'trying', 'give', 'drugs', 'answer', 'fucking', 'phone']",73
2405,ham,"['Please', 'give', '2', 'pick', 'Tuesday', 'evening', '8', 'ok']",80
2406,ham,"['Im', 'meeting', 'Darren']",21
2407,ham,"['One', 'best', 'dialogue', 'cute', 'reltnship', 'Wen', 'Die', 'Dont', 'Come', 'Near', 'Body', 'Bcoz', 'Hands', 'May', 'Come', '2', 'Wipe', 'Ur', 'Tears', 'TimeGud', 'ni8']",148
2408,ham,"['Solve', 'Case', 'Man', 'Found', 'Murdered', 'ltDECIMALgt', 'ltgt', 'AfterNoon', '1His', 'wife', 'called', 'Police', '2Police', 'questioned', 'everyone', '3Wife', 'SirI', 'sleeping', 'murder', 'took', 'place', '4Cook', 'cooking', '5Gardener', 'picking', 'vegetables', '6HouseMaid', 'went', '2', 'post', 'office', '7Children', 'went', '2', 'play', '8Neighbour', 'went', '2', 'marriage', 'Police', 'arrested', 'murderer', 'Immediately', 'Whos', 'Reply', 'Reason', 'U', 'r', 'Brilliant']",444
2409,ham,"['Dear', 'reach']",41
2410,ham,"['Aww', 'thats', 'first', 'time', 'u', 'said', 'u', 'missed', 'without', 'asking', 'missed', 'u', 'first', 'love']",99
2411,ham,"['Ok', 'Thanx', 'Gd', 'nite', '2', 'ü']",33
2412,ham,"['Come', 'right', 'Ahmad']",27
2413,spam,"['dont', 'know', 'u', 'u', 'dont', 'know', 'Send', 'CHAT', '86688', 'lets', 'find', '150pMsg', 'rcvd', 'HGSuite3422LandsRowW1J6HL', 'LDN', '18', 'years']",158
2414,ham,"['Lol', 'please', 'Actually', 'send', 'pic', 'right', 'wanna', 'see', 'Pose', 'comb', 'hair', 'dryer', 'something']",116
2415,ham,['fps'],24
2416,ham,"['Huh', 'means', 'computational', 'science', 'like', 'dat', 'one', 'push', 'n']",75
2417,ham,"['Could', 'read', 'Love', 'answered']",47
2418,ham,"['Oh', 'Lk', 'tt', 'den', 'take', 'e', 'one', 'tt', 'ends', 'cine', 'lor', 'Dun', 'wan', 'yogasana', 'oso']",81
2419,ham,"['Madamregret', 'disturbancemight', 'receive', 'reference', 'check', 'DLF', 'Premaricakindly', 'informedRgdsRakheshKerala']",115
2420,spam,"['SMS', 'SERVICES', 'inclusive', 'text', 'credits', 'pls', 'gotto', 'wwwcomuknet', 'login', '3qxj9', 'unsubscribe', 'STOP', 'extra', 'charge', 'help', '08702840625', 'comuk220cm2', '9AE']",152
2421,ham,"['Oic', 'better', 'quickly', 'go', 'bathe', 'n', 'settle']",52
2422,ham,"['Err', 'Cud', 'Im', 'going', '8pm', 'havent', 'got', 'way', 'contact']",83
2423,ham,"['bloo', 'bloo', 'bloo', 'Ill', 'miss', 'first', 'bowl']",41
2424,ham,"['Lmao', 'fun']",22
2425,ham,"['Oh', 'k', 'kbut', 'big', 'hitteranyway', 'good']",46
2426,ham,"['Hey', 'almost', 'forgot', 'Happy', 'Bday', 'babe', 'love', 'ya']",57
2427,spam,"['Valentines', 'Day', 'Special', 'Win', '£1000', 'quiz', 'take', 'partner', 'trip', 'lifetime', 'Send', 'GO', '83600', '150pmsg', 'rcvd', 'CustCare08718720201']",157
2428,ham,"['think', 'move', 'ltgt', 'week']",45
2429,ham,"['Shes', 'find', 'sent', 'offline', 'message', 'know', 'anjolas']",67
2430,spam,"['Guess', 'IThis', 'first', 'time', 'created', 'web', 'page', 'WWWASJESUSCOM', 'read', 'wrote', 'Im', 'waiting', 'opinions', 'want', 'friend', '11']",152
2431,ham,"['txting', 'driving']",26
2432,ham,"['Thats', 'good', 'Lets', 'thank', 'God', 'Please', 'complete', 'drug', 'lots', 'water', 'beautiful', 'day']",100
2433,ham,"['Really', 'dun', 'bluff', 'leh', 'U', 'sleep', 'early', 'Nite']",53
2434,ham,"['Indians', 'r', 'poor', 'India', 'poor', 'country', 'Says', 'one', 'swiss', 'bank', 'directors', 'says', 'ltgt', 'lac', 'crore', 'Indian', 'money', 'deposited', 'swiss', 'banks', 'used', 'taxless', 'budget', 'ltgt', 'yrs', 'give', 'ltgt', 'crore', 'jobs', 'Indians', 'village', 'Delhi', '4', 'lane', 'roads', 'Forever', 'free', 'power', 'suply', 'ltgt', 'social', 'projects', 'Every', 'citizen', 'get', 'monthly', 'ltgt', 'ltgt', 'yrs', 'need', 'World', 'Bank', 'amp', 'IMF', 'loan', 'Think', 'money', 'blocked', 'rich', 'politicians', 'full', 'rights', 'corrupt', 'politicians', 'Itna', 'forward', 'karo', 'ki', 'pura', 'INDIA', 'padhegm']",629
2435,ham,"['Uncle', 'boye', 'need', 'movies', 'oh', 'Guide', 'Plus', 'know', 'torrents', 'particularly', 'legal', 'system', 'slowing', 'gr8', 'day', 'Plus', 'started', 'cos', 'dont', 'meet', 'online', 'honey', 'moon']",235
2436,ham,"['Oh', 'ya', 'ya', 'remember', 'da']",26
2437,ham,"['Btw', 'regarding', 'really', 'try', 'see', 'anyone', 'else', '4th', 'guy', 'commit', 'random', 'dude']",114
2438,spam,"['ur', 'chance', 'win', '£250', 'cash', 'every', 'wk', 'TXT', 'PLAY', '83370', 'TsCs', 'wwwmusictrivianet', 'custcare', '08715705022', '1x150pwk']",121
2439,ham,"['busy', 'juz', 'dun', 'wan', '2', 'go', 'early', 'Hee']",45
2440,ham,"['Rightio', '1148', 'Well', 'arent', 'bright', 'early', 'morning']",78
2441,ham,"['Great', 'Im', 'church', 'holla', 'get']",51
2442,ham,"['Back', 'brum', 'Thanks', 'putting', 'us', 'keeping', 'us', 'happy', 'See', 'soon']",82
2443,ham,"['donno', 'scorable']",28
2444,ham,"['ltgt', 'great', 'loxahatchee', 'xmas', 'tree', 'burning', 'update', 'totally', 'see', 'stars']",85
2445,ham,"['Yes', 'dont', 'care', 'need', 'bad', 'princess']",46
2446,ham,"['guy', 'kadeem', 'hasnt', 'selling', 'since', 'break', 'know', 'one', 'guy', 'hes', 'paranoid', 'fuck', 'doesnt', 'like', 'selling', 'without', 'cant', 'til', 'late', 'tonight']",183
2447,ham,"['Sorry', 'Ill', 'call', 'later']",22
2448,ham,"['Tmr', 'ü', 'brin', 'lar', 'Aiya', 'later', 'come', 'n', 'c', 'lar', 'Mayb', 'ü', 'neva', 'set', 'properly', 'ü', 'got', 'da', 'help', 'sheet', 'wif', 'ü']",105
2449,ham,"['u', 'knw', 'dis', 'ltgt']",28
2450,ham,"['dun', 'believe', 'wat']",25
2451,ham,"['Kgive', 'back', 'thanks']",23
2452,ham,"['know', 'complain', 'num', 'onlybettr', 'directly', 'go', 'bsnl', 'offc', 'nd', 'apply']",74
2453,ham,"['Okay', 'Ive', 'seen', 'pick', 'friday']",50
2454,ham,"['much', 'payed', 'Suganya']",28
2455,ham,"['Left', 'dessert', 'U', 'wan', '2', 'go', 'suntec', 'look', '4', 'u']",44
2456,ham,"['Abeg', 'make', 'profit', 'start', 'using', 'get', 'sponsors', 'next', 'event']",88
2457,ham,"['Onum', 'ela', 'pa', 'Normal']",25
2458,ham,"['Kkhow', 'sister', 'kids']",29
2459,ham,"['Cool', 'Ill', 'text', 'Im', 'way']",39
2460,ham,"['Nope', 'Meanwhile', 'talk', 'say', 'make', 'greet']",46
2461,ham,"['cant', 'talk', 'nowi', 'call', 'candont', 'keep', 'calling']",64
2462,ham,"['Anything', 'lar']",15
2463,ham,"['Rose', 'needs', 'water', 'season', 'needs', 'change', 'poet', 'needs', 'imaginationMy', 'phone', 'needs', 'ur', 'sms', 'need', 'ur', 'lovely', 'frndship', 'forever']",126
2464,ham,"['Good', 'afternoon', 'babe', 'goes', 'day', 'job', 'prospects', 'yet', 'miss', 'love', 'sighs']",105
2465,ham,"['pick', 'drop', 'carso', 'problem']",49
2466,ham,"['Si', 'think', 'waste', 'rr']",30
2467,ham,"['world', 'famamus']",23
2468,ham,"['coming', 'friday', 'leave', 'pongaldo', 'get', 'news', 'work', 'place']",84
2469,ham,"['Lol', 'well', 'dont', 'without', 'could', 'big', 'sale', 'together']",67
2470,ham,['way'],14
2471,ham,"['Eat', 'old', 'airport', 'road', '630', 'oredi', 'Got', 'lot', 'pple']",68
2472,ham,"['sry', 'cant', 'talk', 'phone', 'parents']",37
2473,spam,"['Final', 'Chance', 'Claim', 'ur', '£150', 'worth', 'discount', 'vouchers', 'today', 'Text', 'YES', '85023', 'SavaMob', 'member', 'offers', 'mobile', 'Cs', 'SavaMob', 'POBOX84', 'M263UZ', '£300', 'Subs', '16']",159
2474,ham,"['Ok', 'lor', 'wat', 'time', 'ü', 'finish']",25
2475,ham,"['Princess', 'like', 'make', 'love', 'ltgt', 'times', 'per', 'night', 'Hope', 'thats', 'problem']",84
2476,ham,"['Mm', 'way', 'railway']",29
2477,ham,"['dnt', 'wnt', 'tlk', 'wid', 'u']",22
2478,ham,"['Im', 'done', 'Im', 'sorry', 'hope', 'next', 'space', 'gives', 'everything', 'want', 'Remember', 'furniture', 'im', 'around', 'move', 'lock', 'locks', 'leave', 'key', 'jenne']",201
2479,ham,"['yet', 'id', 'like', 'keep', 'touch', 'easiest', 'way', 'barcelona', 'way', 'ru', 'house']",137
2480,spam,"['Sppok', 'ur', 'mob', 'Halloween', 'collection', 'nokia', 'logopic', 'message', 'plus', 'FREE', 'eerie', 'tone', 'txt', 'CARD', 'SPOOK', '8007']",116
2481,spam,"['Urgent', 'call', '09066612661', 'landline', 'complementary', '4', 'Tenerife', 'Holiday', '£10000', 'cash', 'await', 'collection', 'SAE', 'TCs', 'PO', 'Box', '3', 'WA14', '2PX', '150ppm', '18', 'Sender', 'Hol', 'Offer']",167
2482,ham,"['Kdo', 'evening', 'daurgent']",33
2483,ham,"['Pansy', 'Youve', 'living', 'jungle', 'two', 'years', 'driving', 'worried']",101
2484,ham,"['Mm', 'kanji', 'dont', 'eat', 'anything', 'heavy', 'ok']",45
2485,ham,"['promise', 'getting', 'SOON', 'youll', 'text', 'morning', 'let', 'know', 'made', 'ok']",124
2486,ham,"['Lol', 'thats', 'different', 'dont', 'go', 'trying', 'find', 'every', 'real', 'life', 'photo', 'ever', 'took']",84
2487,ham,"['dont', 'thnk', 'wrong', 'calling', 'us']",42
2488,ham,"['K', 'ill', 'drinkpa', 'need', 'srs', 'model', 'pls', 'send', 'mail', 'id', 'pa']",78
2489,ham,"['Aiyah', 'e', 'rain', 'like', 'quite', 'big', 'leh', 'drizzling', 'least', 'run', 'home']",70
2490,ham,"['2', 'docs', 'appointments', 'next', 'week', 'Im', 'tired', 'shoving', 'stuff', 'Ugh', 'couldnt', 'normal', 'body']",121
2491,ham,"['Dun', 'b', 'sad', 'Dun', 'thk', 'abt', 'already', 'Concentrate', 'ur', 'papers', 'k']",81
2492,ham,"['Greetings', 'Consider', 'excused']",42
2493,ham,"['drama', 'Plsi', 'enough', 'family', 'struggling', 'hot', 'sun', 'strange', 'placeNo', 'reason', 'ego', 'going', 'INVITED', 'actually', 'necessity', 'gowait', 'serious', 'reppurcussions']",245
2494,ham,"['released', 'another', 'Italian', 'one', 'today', 'cosign', 'option']",66
2495,ham,"['mu', 'try', 'figure', 'much', 'money', 'everyone', 'gas', 'alcohol', 'jay', 'trying', 'figure', 'weed', 'budget']",139
2496,spam,"['WINNER', 'valued', 'network', 'customer', 'hvae', 'selected', 'receive', '£900', 'reward', 'collect', 'call', '09061701444', 'Valid', '24', 'hours', 'ACL03530150PM']",149
2497,ham,"['HCL', 'chennai', 'requires', 'FRESHERS', 'voice', 'processExcellent', 'english', 'neededSalary', 'upto', 'ltgt', 'Call', 'MsSuman', 'ltgt', 'Telephonic', 'interview', 'via', 'Indyarockscom']",167
2498,ham,"['Dai', 'da', 'send', 'resume', 'id']",51
2499,ham,"['know', 'ltgt', 'Ill', 'around', '5']",55
2500,ham,"['Yup', 'ive', 'finished', 'c', 'ü']",30
2501,ham,"['Remember', 'ask', 'alex', 'pizza']",36
2502,ham,"['datoday', 'also', 'forgot']",28
2503,ham,"['Ola', 'would', 'get', 'back', 'maybe', 'today', 'told', 'direct', 'link', 'US', 'getting', 'cars', 'bids', 'online', 'arrange', 'shipping', 'get', 'cut', 'U', 'partnership', 'U', 'Invest', 'money', 'shipping', 'takes', 'care', 'restUWud', 'b', 'self', 'reliant', 'soon', 'dnt', 'worry']",306
2504,ham,"['Fwiw', 'reason', 'Im', 'around', 'time', 'smoke', 'gas', 'afford', 'around', 'someone', 'tells', 'apparently', 'happens', 'somebody', 'wants', 'light']",202
2505,ham,"['Hello', 'boytoy', 'made', 'home', 'constant', 'thought', 'love', 'hope', 'nice', 'visit', 'cant', 'wait', 'till', 'come', 'home', 'kiss']",160
2506,ham,"['Congrats', 'kanowhr', 'treat', 'maga']",36
2507,ham,"['u', 'talking']",20
2508,ham,['Yup'],6
2509,ham,['Ok'],5
2510,ham,"['U', 'wake', 'already', 'Wat', 'u', 'U', 'picking', 'us', 'later', 'rite', 'Im', 'taking', 'sq825', 'reaching', 'ard', '7', 'smth', '8', 'like', 'dat', 'U', 'check', 'e', 'arrival', 'time', 'C', 'ya', 'soon']",150
2511,ham,"['Yunny', 'im', 'walking', 'citylink', 'ü', 'faster', 'come', 'hungry']",73
2512,ham,"['Er', 'yep', 'sure', 'Props']",19
2513,ham,"['Hiya', 'u', 'paying', 'money', 'account', 'thanks', 'Got', 'pleasant', 'surprise', 'checked', 'balance', 'u', 'c', 'dont', 'get', 'statements', '4', 'acc']",153
2514,spam,"['U', 'nokia', '6230', 'plus', 'free', 'digital', 'camera', 'u', 'get', 'u', 'win', 'FREE', 'auction', 'take', 'part', 'send', 'NOKIA', '83383', 'POBOX11414TCRW1', '16']",158
2515,ham,"['Ok', 'ill', 'send', 'ltDECIMALgt', 'ok']",45
2516,ham,"['Bognor', 'splendid', 'time', 'year']",54
2517,ham,"['Yesim', 'office', 'da']",22
2518,ham,"['Sorry', 'Ill', 'call', 'later']",22
2519,ham,"['Joys', 'father', 'John', 'John', 'NAME', 'Joys', 'father', 'Mandan']",67
2520,ham,"['Ok', 'ask', 'abt', 'e', 'movie', 'U', 'wan', 'ktv', 'oso']",42
2521,ham,"['Misplaced', 'number', 'sending', 'texts', 'old', 'number', 'Wondering', 'ive', 'heard', 'year', 'best', 'mcat', 'Got', 'number', 'atlanta', 'friends']",179
2522,ham,"['Sorry', 'Ill', 'call', 'later']",22
2523,ham,"['Dunno', 'lei', 'might', 'b', 'eatin', 'wif', 'frens', 'ü', 'wan', 'eat', 'wait', '4', 'ü', 'lar']",80
2524,ham,"['Sorry', 'Ill', 'call', 'later']",22
2525,spam,"['FREE', 'entry', '£250', 'weekly', 'comp', 'send', 'word', 'WIN', '80086', '18', 'TC', 'wwwtxttowincouk']",99
2526,ham,"['Say', 'slowly', 'GODI', 'LOVE', 'amp', 'NEED', 'YOUCLEAN', 'HEART', 'BLOODSend', 'Ten', 'special', 'people', 'amp', 'u', 'c', 'miracle', 'tomorrow', 'itplspls']",163
2527,ham,"['u', 'noe', '2', 'send', 'files', '2', 'computers']",46
2528,ham,"['Mmmmm', 'loved', 'waking', 'words', 'morning', 'miss', 'Love', 'hope', 'day', 'goes', 'well', 'happy', 'wait', 'us', 'together']",158
2529,ham,"['jay', 'says', 'hell', 'put', 'ltgt']",32
2530,ham,"['come', 'sec', 'Theres', 'somebody', 'want', 'see']",71
2531,ham,"['sun', 'anti', 'sleep', 'medicine']",34
2532,ham,"['Whats', 'happening', 'gotten', 'job', 'begun', 'registration', 'permanent', 'residency']",104
2533,ham,"['Yup', 'ok']",9
2534,ham,"['Glad', 'went', 'well', 'come', '11', 'well', 'plenty', 'time', 'claire', 'goes', 'work']",95
2535,ham,"['Ok', 'enjoy', 'R', 'u', 'home']",29
2536,ham,"['pls', 'pls', 'send', 'mail', 'know', 'relatives', 'coming', 'deliver', 'know', 'costs', 'risks', 'benefits', 'anything', 'else', 'Thanks']",155
2537,ham,['like'],24
2538,ham,"['Thats', 'haf', 'combine', 'n', 'c', 'lor']",41
2539,ham,"['monthly', 'amount', 'terrible', 'pay', 'anything', 'till', '6months', 'finishing', 'school']",106
2540,ham,"['Hmmmhow', 'many', 'players', 'selected']",32
2541,ham,"['said', 'gonna', 'snow', 'start', 'around', '8', '9', 'pm', 'tonite', 'predicting', 'inch', 'accumulation']",112
2542,ham,"['dont', 'send', 'Plus', 'hows', 'mode']",47
2543,ham,"['Aiyo', 'please', 'ü', 'got', 'time', 'meh']",27
2544,ham,"['Package', 'programs', 'well']",30
2545,ham,"['sister', 'belongs', '2', 'family', 'hope', 'tomorrow', 'Pray', '4', 'herwho', 'fated', '4', 'Shoranur', 'train', 'incident', 'Lets', 'hold', 'hands', 'together', 'amp', 'fuelled', 'love', 'amp', 'concern', 'prior', '2', 'grief', 'amp', 'pain', 'Pls', 'join', 'dis', 'chain', 'amp', 'pass', 'STOP', 'VIOLENCE', 'WOMEN']",289
2546,ham,"['guys', 'asking', 'get', 'slippers', 'gone', 'last', 'year']",80
2547,ham,"['Company', 'goodenvironment', 'terrific', 'food', 'really', 'nice']",70
2548,spam,"['Text82228', 'Get', 'ringtones', 'logos', 'games', 'wwwtxt82228com', 'Questions', 'infotxt82228couk']",101
2549,ham,"['Honestly', 'ive', 'made', 'lovely', 'cup', 'tea', 'promptly', 'dropped', 'keys', 'burnt', 'fingers', 'getting']",122
2550,ham,"['Yup', 'studying', 'surfing', 'lor', 'Im', 'e', 'lazy', 'mode', 'today']",59
2551,ham,"['Please', 'sen', 'kind', 'advice', 'please', 'come', 'try']",58
2552,ham,"['Im', 'done', 'C', 'ü']",20
2553,ham,"['Oh', 'fine', 'Ill', 'tonight']",27
2554,ham,"['Ü', 'give', 'time', 'walk']",34
2555,ham,"['Ill', 'reach', 'ard', '20', 'mins', 'ok']",31
2556,spam,"['FreeMSG', 'awarded', 'FREE', 'mini', 'DIGITAL', 'CAMERA', 'reply', 'SNAP', 'collect', 'prize', 'quizclub', 'Opt', 'Stop', '80122300pwk', 'SPRWM', 'Ph08704050406']",156
2557,ham,"['Fuck', 'babe', 'happened', 'come', 'never', 'came', 'back']",66
2558,spam,"['message', 'brought', 'GMW', 'Ltd', 'connected']",70
2559,ham,"['friends', 'want', 'drive', 'em', 'someplace', 'probably', 'take']",65
2560,ham,"['also', 'thk', 'fast', 'Xy', 'suggest', 'one', 'U', 'dun', 'wan', 'ok', 'Going', '2', 'rain', 'leh', 'got', 'gd']",95
2561,ham,"['still', 'getting', 'goods']",32
2562,ham,"['maybe', 'pressies']",23
2563,ham,"['Yeah', 'Ill', 'leave', 'maybe', '7ish']",36
2564,ham,"['Kkim', 'also', 'finewhen', 'complete', 'course']",55
2565,ham,"['sea', 'lays', 'rock', 'rock', 'envelope', 'envelope', 'paper', 'paper', '3', 'words']",140
2566,ham,"['told', 'Dr', 'appt', 'next', 'week', 'thinks', 'Im', 'gonna', 'die', 'told', 'check', 'Nothing', 'worried', 'didnt', 'listen']",144
2567,ham,"['room', 'need']",30
2568,ham,"['dont', 'want', 'hear', 'anything']",28
2569,ham,"['Hey', 'leave', 'friday', 'Wait', 'ask', 'superior', 'tell']",83
2570,ham,"['Ultimately', 'tor', 'motive', 'tui', 'achieve', 'korli']",40
2571,ham,"['5', '2', 'work', 'timing']",32
2572,ham,"['…', 'don‘t', 'worry', 'we‘ll', 'finished', 'march', '…', 'ish']",53
2573,ham,"['house', 'water', 'dock', 'boat', 'rolled', 'newscaster', 'dabbles', 'jazz', 'flute', 'behind', 'wheel']",116
2574,spam,"['Congrats', '2', 'mobile', '3G', 'Videophones', 'R', 'call', '09063458130', 'videochat', 'wid', 'ur', 'mates', 'play', 'java', 'games', 'Dload', 'polypH', 'music', 'noline', 'rentl', 'bx420', 'ip4', '5we', '150p']",160
2575,spam,"['next', 'amazing', 'xxx', 'PICSFREE1', 'video', 'sent', 'enjoy', 'one', 'vid', 'enough', '2day', 'text', 'back', 'keyword', 'PICSFREE1', 'get', 'next', 'video']",153
2576,ham,"['thats', 'going', 'ruin', 'thesis']",36
2577,ham,"['sch', 'neva', 'mind', 'u', 'eat', '1st', 'lor']",36
2578,ham,"['Hey', 'whats', 'U', 'sleeping', 'morning']",37
2579,ham,"['Erm', 'thought', 'contract', 'ran', 'the4th', 'october']",54
2580,ham,"['dunno', 'Lets', 'go', 'learn', 'pilates']",46
2581,spam,"['U', 'subscribed', 'best', 'Mobile', 'Content', 'Service', 'UK', '£3', 'per', 'ten', 'days', 'send', 'STOP', '83435', 'Helpline', '08706091795']",133
2582,ham,"['Yup', 'im', 'elaborating', 'safety', 'aspects', 'issues']",65
2583,spam,"['3', 'FREE', 'TAROT', 'TEXTS', 'Find', 'love', 'life', 'TRY', '3', 'FREE', 'Text', 'CHANCE', '85555', '16', '3', 'Free', 'Msgs', '£150']",130
2584,ham,"['Goodmorning', 'today', 'late', '1hr']",37
2585,ham,"['Hi', 'happy', 'birthday', 'Hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",39
2586,ham,"['outside', 'office', 'take']",44
2587,ham,"['dont', 'respond', 'imma', 'assume', 'youre', 'still', 'asleep', 'imma', 'start', 'calling', 'n', 'shit']",82
2588,ham,"['Aight', 'see', 'bit']",23
2589,ham,"['superior', 'telling', 'friday', 'leave', 'department', 'except', 'oursso', 'leave', 'youany', 'way', 'call', 'waheed', 'fathima', 'hr', 'conform']",155
2590,spam,"['Join', 'UKs', 'horniest', 'Dogging', 'service', 'u', 'sex', '2nite', 'sign', 'follow', 'instructions', 'Txt', 'ENTRY', '69888', 'NytEC2A3LPmsg150p']",153
2591,ham,"['Lol', 'take', 'member', 'said', 'aunt', 'flow', 'didnt', 'visit', '6', 'months', 'cause', 'developed', 'ovarian', 'cysts', 'Bc', 'way', 'shrink']",153
2592,ham,"['Still', 'work', 'going', 'onit', 'small', 'house']",44
2593,ham,"['friend', 'got', 'says', 'hes', 'upping', 'order', 'grams', 'hes', 'got', 'ltgt', 'get']",117
2594,ham,"['Tmr', 'timin', 'still', 'da', 'wat', 'cos', 'got', 'lesson', '6']",55
2595,ham,"['That‘s', 'thing', 'apes', 'u', 'fight', 'death', 'keep', 'something', 'minute', 'u', 'let', 'go', 'thats']",124
2596,spam,"['Sunshine', 'Quiz', 'Wkly', 'Q', 'Win', 'top', 'Sony', 'DVD', 'player', 'u', 'know', 'country', 'Liverpool', 'played', 'mid', 'week', 'Txt', 'ansr', '82277', '£150', 'SPTyrone']",136
2597,ham,"['im', 'gonna', 'able', 'late', 'notice', 'ill', 'home', 'weeks', 'anyway', 'plans']",109
2598,ham,"['Got', 'fujitsu', 'ibm', 'hp', 'toshiba', 'Got', 'lot', 'model', 'say']",65
2599,ham,"['Okie', 'Thanx']",16
2600,ham,"['Gosh', 'pain', 'Spose', 'better', 'come']",50
2601,ham,"['usualiam', 'fine', 'happy', 'amp', 'well']",46
2602,ham,['Okie'],4
2603,ham,"['gonna', 'get', 'rimac', 'access']",35
2604,ham,"['Im', 'arestaurant', 'eating', 'squid', '1030', 'wanna', 'dosomething', 'late']",95
2605,ham,"['call', 'times', 'job', 'today', 'ok', 'umma', 'ask', 'speed']",57
2606,ham,"['HELLO', 'UCALL', 'WEN', 'U', 'FINISH', 'WRKI', 'FANCY', 'MEETIN', 'WIV', 'U', 'TONITE', 'NEED', 'BREAK', 'DABOOKS', '4', 'HRS', 'LAST', 'NITE2', 'TODAY', 'WRK']",132
2607,ham,"['R', 'U', 'SAM', 'P', 'EACHOTHER', 'MEET', 'GO', '2', 'HOUSE']",56
2608,ham,"['yeah', 'Lol', 'Luckily', 'didnt', 'starring', 'role', 'like']",62
2609,ham,"['Hello', 'madam']",25
2610,ham,"['Awesome', 'text', 'youre', 'restocked']",38
2611,ham,"['usualiam', 'fine', 'happy', 'amp', 'well']",46
2612,spam,"['Knock', 'Knock', 'Txt', 'whose', '80082', 'enter', 'r', 'weekly', 'draw', '4', '£250', 'gift', 'voucher', '4', 'store', 'yr', 'choice', 'TCs', 'wwwtklscom', 'age16', 'stoptxtstop£150week']",154
2613,ham,"['Yes', 'innocent', 'fun']",32
2614,ham,"['Thanks', 'sending', 'mental', 'ability', 'question']",49
2615,ham,"['Sir', 'hope', 'day', 'going', 'smoothly', 'really', 'hoped', 'wont', 'bother', 'bills', 'cant', 'settle', 'month', 'extra', 'cash', 'know', 'challenging', 'time', 'also', 'let', 'know']",243
2616,ham,"['2marrow', 'Wed', 'ltgt', '2', 'aha']",42
2617,ham,"['went', 'ur', 'hon', 'lab', 'one']",41
2618,ham,"['cant', 'pick', 'phone', 'right', 'Pls', 'send', 'message']",51
2619,ham,"['Hey', 'pple700', '900', '5', 'nightsExcellent', 'location', 'wif', 'breakfast', 'hamper']",81
2620,spam,"['Forwarded', '21870000Hi', 'Mailbox', 'Messaging', 'SMS', 'alert', '40', 'matches', 'Please', 'call', 'back', '09056242159', 'retrieve', 'messages', 'matches', 'cc100pmin']",173
2621,ham,['come'],9
2622,ham,"['Lol', 'Nah', 'wasnt', 'bad', 'thanks', 'good', 'b', 'home', 'quite', 'reality', 'check', 'Hows', 'ur', 'day', 'u', 'anything', 'website']",136
2623,ham,"['Ok', 'lor']",9
2624,ham,"['Im', 'coming', 'home', '4', 'dinner']",25
2625,ham,"['daal', 'r', 'ltgt']",27
2626,spam,"['FREE', 'RING', 'TONE', 'text', 'POLYS', '87131', 'every', 'week', 'get', 'new', 'tone', '0870737910216yrs', '£150wk']",106
2627,ham,"['Unni', 'thank', 'dear', 'rechargeRakhesh']",45
2628,ham,"['know', 'Im', 'lacking', 'particular', 'dramastorms', 'details', 'part', 'Im', 'worried']",115
2629,ham,"['Haha', 'cant', 'tmr', 'forfeit', 'haha']",65
2630,ham,"['Hey', 'Glad', 'u', 'r', 'better', 'hear', 'u', 'treated', 'urself', 'digi', 'cam', 'good', 'r', '9pm', 'fab', 'new', 'year', 'c', 'u', 'coupla', 'wks']",139
2631,ham,"['way', 'Im', 'going', 'back']",28
2632,spam,"['URGENT', 'mobile', '077xxx', '£2000', 'Bonus', 'Caller', 'Prize', '020603', '2nd', 'attempt', 'reach', 'Call', '09066362206', 'ASAP', 'BOX97N7QP', '150ppm']",153
2633,ham,"['CAL', 'SIR', 'meeting']",30
2634,ham,"['Thats', 'love', 'hear', 'V', 'see', 'sundayish']",53
2635,ham,"['Sorry', 'da', 'thangam', 'sorry', 'held', 'prasad']",59
2636,ham,"['Tiwary', 'rcbbattle', 'bang', 'kochi']",44
2637,ham,"['Thank', 'god', 'bed']",26
2638,ham,"['dont', 'cancer', 'Moms', 'making', 'big', 'deal', 'regular', 'checkup', 'aka', 'pap', 'smear']",85
2639,ham,"['gobi', 'arts', 'college']",23
2640,ham,"['wants', 'talk']",27
2641,ham,"['Pandy', 'joined', '4w', 'technologies', 'todayhe', 'got', 'job']",47
2642,spam,"['guaranteed', 'latest', 'Nokia', 'Phone', '40GB', 'iPod', 'MP3', 'player', '£500', 'prize', 'Txt', 'word', 'COLLECT', '83355', 'IBHltd', 'LdnW15H', '150pMtmsgrcvd18']",146
